spliced	intron
105850971	105850971-I
124809097	124809097-I
105850970	105850970-I
100199010	100199010-I
100212180	100212180-I
100214507	100214507-I
124809136	124809136-I
124809139	124809139-I
124809141	124809141-I
124813478	124813478-I
100202434	100202434-I
100210459	100210459-I
100211283	100211283-I
100205632	100205632-I
100207337	100207337-I
105845785	105845785-I
124813483	124813483-I
124809188	124809188-I
100204411	100204411-I
124809194	124809194-I
100205423	100205423-I
124809197	124809197-I
100208485	100208485-I
124813493	124813493-I
124809218	124809218-I
100214377	100214377-I
124809222	124809222-I
100215344	100215344-I
100199982	100199982-I
124809235	124809235-I
101237000	101237000-I
124809238	124809238-I
124813501	124813501-I
100207058	100207058-I
100202202	100202202-I
124809248	124809248-I
124809255	124809255-I
100204636	100204636-I
124809259	124809259-I
124809263	124809263-I
124809266	124809266-I
124813517	124813517-I
124813521	124813521-I
101235699	101235699-I
100202749	100202749-I
101235889	101235889-I
100214644	100214644-I
100199600	100199600-I
100202019	100202019-I
105850831	105850831-I
105843087	105843087-I
100204744	100204744-I
100215401	100215401-I
100212199	100212199-I
105845100	105845100-I
124813529	124813529-I
124809407	124809407-I
124813530	124813530-I
124813532	124813532-I
105847943	105847943-I
105847539	105847539-I
105847731	105847731-I
105850042	105850042-I
124809467	124809467-I
100201062	100201062-I
100205652	100205652-I
124809530	124809530-I
101241193	101241193-I
124809534	124809534-I
124809545	124809545-I
105848016	105848016-I
124809605	124809605-I
124814637	124814637-I
105843130	105843130-I
124809683	124809683-I
124809662	124809662-I
124813538	124813538-I
105846881	105846881-I
124814639	124814639-I
124809721	124809721-I
124809710	124809710-I
124814644	124814644-I
101234353	101234353-I
124809754	124809754-I
124809790	124809790-I
124809820	124809820-I
124814653	124814653-I
100210236	100210236-I
100199134	100199134-I
124815632	124815632-I
124814657	124814657-I
124809901	124809901-I
124809900	124809900-I
124809895	124809895-I
124815637	124815637-I
124813546	124813546-I
124809950	124809950-I
100200437	100200437-I
105845381	105845381-I
100198428	100198428-I
124809968	124809968-I
124814668	124814668-I
124813552	124813552-I
100208471	100208471-I
105843411	105843411-I
124809989	124809989-I
105847592	105847592-I
105847590	105847590-I
105848019	105848019-I
124810029	124810029-I
124814686	124814686-I
100206277	100206277-I
100206230	100206230-I
100209756	100209756-I
124814699	124814699-I
100206500	100206500-I
124810078	124810078-I
100199325	100199325-I
124810094	124810094-I
124810097	124810097-I
100204426	100204426-I
124813575	124813575-I
124810119	124810119-I
124810132	124810132-I
124810147	124810147-I
105849609	105849609-I
100201411	100201411-I
100202471	100202471-I
124810154	124810154-I
124810150	124810150-I
124814747	124814747-I
124810158	124810158-I
124810164	124810164-I
105849848	105849848-I
124810176	124810176-I
124810184	124810184-I
124810180	124810180-I
101234405	101234405-I
124810186	124810186-I
101236091	101236091-I
124810189	124810189-I
124813584	124813584-I
124813585	124813585-I
124810203	124810203-I
124813589	124813589-I
124810212	124810212-I
100210412	100210412-I
124814779	124814779-I
101237152	101237152-I
105843898	105843898-I
100213993	100213993-I
124810228	124810228-I
100201204	100201204-I
105848416	105848416-I
124814792	124814792-I
100211988	100211988-I
124814794	124814794-I
105848436	105848436-I
100204078	100204078-I
124813605	124813605-I
124813607	124813607-I
124815642	124815642-I
124813615	124813615-I
124810274	124810274-I
124810278	124810278-I
124810282	124810282-I
105844121	105844121-I
105850115	105850115-I
124814805	124814805-I
101241210	101241210-I
100197827	100197827-I
124813620	124813620-I
124813622	124813622-I
124813625	124813625-I
124813629	124813629-I
124814817	124814817-I
124810297	124810297-I
124814824	124814824-I
124813635	124813635-I
124810313	124810313-I
124810316	124810316-I
105845977	105845977-I
124813644	124813644-I
124810351	124810351-I
100215404	100215404-I
100212732	100212732-I
105844927	105844927-I
124810370	124810370-I
105845178	105845178-I
105849088	105849088-I
124810380	124810380-I
100210911	100210911-I
100204309	100204309-I
101235030	101235030-I
105849252	105849252-I
124810432	124810432-I
105843186	105843186-I
124813656	124813656-I
124810437	124810437-I
124810435	124810435-I
124814832	124814832-I
100197230	100197230-I
124810488	124810488-I
100198654	100198654-I
124810500	124810500-I
124814850	124814850-I
124814854	124814854-I
124814861	124814861-I
124814870	124814870-I
124814875	124814875-I
124813670	124813670-I
124813675	124813675-I
124813680	124813680-I
124810554	124810554-I
124813682	124813682-I
124813686	124813686-I
124813691	124813691-I
124810559	124810559-I
124813702	124813702-I
105845225	105845225-I
100215046	100215046-I
102464486	102464486-I
100205540	100205540-I
124810623	124810623-I
124814934	124814934-I
124810690	124810690-I
124814940	124814940-I
124810760	124810760-I
124813705	124813705-I
124814945	124814945-I
124814954	124814954-I
124813713	124813713-I
124810802	124810802-I
124814959	124814959-I
124813717	124813717-I
124810865	124810865-I
124810870	124810870-I
124810909	124810909-I
124814967	124814967-I
124811004	124811004-I
100211569	100211569-I
105846648	105846648-I
100205425	100205425-I
100198877	100198877-I
105843109	105843109-I
124814976	124814976-I
124813734	124813734-I
124813738	124813738-I
100204511	100204511-I
100209270	100209270-I
105850914	105850914-I
124813745	124813745-I
105850913	105850913-I
124814994	124814994-I
100212525	100212525-I
100197113	100197113-I
101234828	101234828-I
100206939	100206939-I
105848437	105848437-I
100212785	100212785-I
105849236	105849236-I
101237667	101237667-I
100205615	100205615-I
105847130	105847130-I
105847131	105847131-I
100215257	100215257-I
105845972	105845972-I
100208135	100208135-I
100202383	100202383-I
100209560	100209560-I
100208049	100208049-I
100204491	100204491-I
100204247	100204247-I
124811185	124811185-I
101240165	101240165-I
100213136	100213136-I
100202673	100202673-I
100209638	100209638-I
101239222	101239222-I
100214397	100214397-I
100198915	100198915-I
100200972	100200972-I
124811246	124811246-I
124815025	124815025-I
100215733	100215733-I
100199157	100199157-I
100202739	100202739-I
124813764	124813764-I
100211964	100211964-I
124815030	124815030-I
101236709	101236709-I
124815051	124815051-I
124815056	124815056-I
124815064	124815064-I
124815072	124815072-I
124815075	124815075-I
100204546	100204546-I
100210831	100210831-I
101241825	101241825-I
100214405	100214405-I
124811367	124811367-I
101241733	101241733-I
100192291	100192291-I
124811378	124811378-I
124811380	124811380-I
100205065	100205065-I
100200569	100200569-I
124813775	124813775-I
124815076	124815076-I
124815086	124815086-I
100210261	100210261-I
100208050	100208050-I
101236897	101236897-I
100203861	100203861-I
105849096	105849096-I
100205056	100205056-I
101235090	101235090-I
124811445	124811445-I
124811444	124811444-I
100198258	100198258-I
100215489	100215489-I
105844392	105844392-I
105848113	105848113-I
124811454	124811454-I
100211833	100211833-I
100207236	100207236-I
100211782	100211782-I
124815114	124815114-I
124813780	124813780-I
124815119	124815119-I
124815122	124815122-I
124811477	124811477-I
124811474	124811474-I
124815127	124815127-I
124815131	124815131-I
101236892	101236892-I
100203411	100203411-I
124811493	124811493-I
124811495	124811495-I
100203790	100203790-I
105845881	105845881-I
124811502	124811502-I
100213066	100213066-I
100208384	100208384-I
100201584	100201584-I
124811512	124811512-I
105843736	105843736-I
124811520	124811520-I
100208546	100208546-I
100209318	100209318-I
124811535	124811535-I
124815150	124815150-I
100205024	100205024-I
100209038	100209038-I
124811546	124811546-I
124811553	124811553-I
124811554	124811554-I
100215030	100215030-I
124815645	124815645-I
100203133	100203133-I
100214128	100214128-I
124811627	124811627-I
105843343	105843343-I
100197366	100197366-I
124815647	124815647-I
100215710	100215710-I
101240300	101240300-I
105849234	105849234-I
124811676	124811676-I
124815168	124815168-I
101241684	101241684-I
124811700	124811700-I
124811693	124811693-I
100209354	100209354-I
124811768	124811768-I
105846750	105846750-I
124811796	124811796-I
124811822	124811822-I
124811828	124811828-I
101240498	101240498-I
105844975	105844975-I
100212883	100212883-I
100208489	100208489-I
100207452	100207452-I
124811904	124811904-I
100204688	100204688-I
100211033	100211033-I
124811995	124811995-I
101236059	101236059-I
124812025	124812025-I
101236691	101236691-I
105845456	105845456-I
100207927	100207927-I
101237034	101237034-I
124815199	124815199-I
124812070	124812070-I
105845021	105845021-I
100213007	100213007-I
100201163	100201163-I
105845032	105845032-I
124813829	124813829-I
105843301	105843301-I
101238988	101238988-I
100211608	100211608-I
124815536	124815536-I
124815654	124815654-I
100202458	100202458-I
124812170	124812170-I
100215181	100215181-I
105847729	105847729-I
101236825	101236825-I
101239909	101239909-I
105845912	105845912-I
124812192	124812192-I
105844796	105844796-I
124815544	124815544-I
124812201	124812201-I
105845803	105845803-I
124812208	124812208-I
124813843	124813843-I
105845963	105845963-I
124812232	124812232-I
124812235	124812235-I
124813849	124813849-I
124812242	124812242-I
105844875	105844875-I
100208295	100208295-I
124812250	124812250-I
105844018	105844018-I
105844019	105844019-I
124815251	124815251-I
100209053	100209053-I
124812259	124812259-I
124812269	124812269-I
124815255	124815255-I
100201678	100201678-I
101235232	101235232-I
124812279	124812279-I
100198645	100198645-I
100202201	100202201-I
100211366	100211366-I
124812290	124812290-I
124813893	124813893-I
124813896	124813896-I
124815270	124815270-I
124815272	124815272-I
124815273	124815273-I
100201425	100201425-I
124813906	124813906-I
124813909	124813909-I
100203841	100203841-I
100209282	100209282-I
124812326	124812326-I
124812331	124812331-I
124815281	124815281-I
101240071	101240071-I
124815288	124815288-I
124813915	124813915-I
124813918	124813918-I
124805779	124805779-I
124815297	124815297-I
101241595	101241595-I
100199030	100199030-I
105844973	105844973-I
124815302	124815302-I
100199131	100199131-I
101237380	101237380-I
105843432	105843432-I
124812388	124812388-I
124812386	124812386-I
100206693	100206693-I
124815658	124815658-I
105843434	105843434-I
100206591	100206591-I
124812396	124812396-I
100201557	100201557-I
124812408	124812408-I
101234300	101234300-I
124813940	124813940-I
105844468	105844468-I
124815322	124815322-I
124815325	124815325-I
101238201	101238201-I
124813952	124813952-I
100197476	100197476-I
124813961	124813961-I
124812445	124812445-I
100211715	100211715-I
124813965	124813965-I
124813975	124813975-I
124815331	124815331-I
124812464	124812464-I
105848291	105848291-I
124812474	124812474-I
101236047	101236047-I
124812477	124812477-I
105843699	105843699-I
105843698	105843698-I
105843697	105843697-I
124813993	124813993-I
124813997	124813997-I
124812532	124812532-I
100205338	100205338-I
105845383	105845383-I
100214977	100214977-I
124815372	124815372-I
105850268	105850268-I
101236178	101236178-I
124815396	124815396-I
124812611	124812611-I
124815405	124815405-I
124812617	124812617-I
124814031	124814031-I
124815412	124815412-I
124815421	124815421-I
124815434	124815434-I
124815440	124815440-I
124814035	124814035-I
124812639	124812639-I
124812656	124812656-I
124814048	124814048-I
124815445	124815445-I
124815449	124815449-I
124815453	124815453-I
124815455	124815455-I
124815459	124815459-I
124812667	124812667-I
105844264	105844264-I
105844260	105844260-I
101237262	101237262-I
100215089	100215089-I
124815475	124815475-I
124814060	124814060-I
124815494	124815494-I
124814065	124814065-I
124812723	124812723-I
124815517	124815517-I
124815849	124815849-I
124808240	124808240-I
105845587	105845587-I
124815859	124815859-I
124808074	124808074-I
124815864	124815864-I
124808307	124808307-I
124815880	124815880-I
105849622	105849622-I
124815912	124815912-I
100214520	100214520-I
100212074	100212074-I
124815919	124815919-I
100200092	100200092-I
124808311	124808311-I
124808343	124808343-I
101234525	101234525-I
100198893	100198893-I
124815934	124815934-I
124815950	124815950-I
124815939	124815939-I
124808312	124808312-I
105848956	105848956-I
124815965	124815965-I
100200365	100200365-I
124808322	124808322-I
124808313	124808313-I
100211787	100211787-I
124816011	124816011-I
105845001	105845001-I
124808327	124808327-I
100213372	100213372-I
101240754	101240754-I
100201570	100201570-I
100202393	100202393-I
100213867	100213867-I
100213216	100213216-I
124808078	124808078-I
101241134	101241134-I
124808323	124808323-I
105843392	105843392-I
100210399	100210399-I
124816124	124816124-I
124808316	124808316-I
105847915	105847915-I
105849368	105849368-I
100206840	100206840-I
124808079	124808079-I
124808164	124808164-I
100199863	100199863-I
100210570	100210570-I
105849112	105849112-I
105849093	105849093-I
124808080	124808080-I
124808081	124808081-I
124816195	124816195-I
100212105	100212105-I
124816217	124816217-I
100197214	100197214-I
105845299	105845299-I
105845302	105845302-I
101237001	101237001-I
100199896	100199896-I
124816269	124816269-I
105846624	105846624-I
105843365	105843365-I
100209470	100209470-I
100203225	100203225-I
105848930	105848930-I
100203036	100203036-I
100214624	100214624-I
100212934	100212934-I
100205364	100205364-I
100206545	100206545-I
105847893	105847893-I
124808082	124808082-I
124808318	124808318-I
101238960	101238960-I
105845250	105845250-I
124816505	124816505-I
100203547	100203547-I
124808085	124808085-I
100198632	100198632-I
100213394	100213394-I
100207826	100207826-I
124816551	124816551-I
100204992	100204992-I
100207284	100207284-I
100203698	100203698-I
100202044	100202044-I
124816460	124816460-I
100202550	100202550-I
100205723	100205723-I
100211567	100211567-I
124816478	124816478-I
124816490	124816490-I
105844806	105844806-I
100210786	100210786-I
105843393	105843393-I
124808202	124808202-I
100201126	100201126-I
124816587	124816587-I
100203630	100203630-I
100204927	100204927-I
100197072	100197072-I
100199727	100199727-I
100207945	100207945-I
124808088	124808088-I
100208617	100208617-I
124816633	124816633-I
124816629	124816629-I
100192295	100192295-I
124808089	124808089-I
101235072	101235072-I
